1,4
1,9
1,16
1,25
1,36
1,49
1,64
1,81
1,100
1,121
1,144
1,169
1,196
1,225
1,256
1,289
1,324
1,361
1,400
1,441
1,484
1,529
1,576
1,625
1,676
1,729
1,784
1,841
1,900
1,961
1,1024
1,1089
1,1156
1,1225
1,1296
1,1369
1,1444
1,1521
1,1600
1,1681
1,1764
1,1849
1,1936
1,2025
1,2116
1,2209
1,2304
1,2401
1,2500
1,2601
1,2704
1,2809
1,2916
1,3025
1,3136
1,3249
1,3364
1,3481
1,3600
1,3721
1,3844
1,3969
1,4096
1,4225
1,4356
1,4489
1,4624
1,4761
1,4900
1,5041
1,5184
1,5329
1,5476
1,5625
1,5776
1,5929
1,6084
1,6241
1,6400
1,6561
1,6724
1,6889
1,7056
1,7225
1,7396
1,7569
1,7744
1,7921
1,8100
1,8281
1,8464
1,8649
1,8836
1,9025
1,9216
1,9409
1,9604
1,9801
1,10000
4,9
4,16
4,25
4,36
4,49
4,64
4,81
4,100
4,121
4,144
4,169
4,196
4,225
4,256
4,289
4,324
4,361
4,400
4,441
4,484
4,529
4,576
4,625
4,676
4,729
4,784
4,841
4,900
4,961
4,1024
4,1089
4,1156
4,1225
4,1296
4,1369
4,1444
4,1521
4,1600
4,1681
4,1764
4,1849
4,1936
4,2025
4,2116
4,2209
4,2304
4,2401
4,2500
4,2601
4,2704
4,2809
4,2916
4,3025
4,3136
4,3249
4,3364
4,3481
4,3600
4,3721
4,3844
4,3969
4,4096
4,4225
4,4356
4,4489
4,4624
4,4761
4,4900
4,5041
4,5184
4,5329
4,5476
4,5625
4,5776
4,5929
4,6084
4,6241
4,6400
4,6561
4,6724
4,6889
4,7056
4,7225
4,7396
4,7569
4,7744
4,7921
4,8100
4,8281
4,8464
4,8649
4,8836
4,9025
4,9216
4,9409
4,9604
4,9801
4,10000
9,16
9,25
9,36
9,49
9,64
9,81
9,100
9,121
9,144
9,169
9,196
9,225
9,256
9,289
9,324
9,361
9,400
9,441
9,484
9,529
9,576
9,625
9,676
9,729
9,784
9,841
9,900
9,961
9,1024
9,1089
9,1156
9,1225
9,1296
9,1369
9,1444
9,1521
9,1600
9,1681
9,1764
9,1849
9,1936
9,2025
9,2116
9,2209
9,2304
9,2401
9,2500
9,2601
9,2704
9,2809
9,2916
9,3025
9,3136
9,3249
9,3364
9,3481
9,3600
9,3721
9,3844
9,3969
9,4096
9,4225
9,4356
9,4489
9,4624
9,4761
9,4900
9,5041
9,5184
9,5329
9,5476
9,5625
9,5776
9,5929
9,6084
9,6241
9,6400
9,6561
9,6724
9,6889
9,7056
9,7225
9,7396
9,7569
9,7744
9,7921
9,8100
9,8281
9,8464
9,8649
9,8836
9,9025
9,9216
9,9409
9,9604
9,9801
9,10000
16,25
16,36
16,49
16,64
16,81
16,100
16,121
16,144
16,169
16,196
16,225
16,256
16,289
16,324
16,361
16,400
16,441
16,484
16,529
16,576
16,625
16,676
16,729
16,784
16,841
16,900
16,961
16,1024
16,1089
16,1156
16,1225
16,1296
16,1369
16,1444
16,1521
16,1600
16,1681
16,1764
16,1849
16,1936
16,2025
16,2116
16,2209
16,2304
16,2401
16,2500
16,2601
16,2704
16,2809
16,2916
16,3025
16,3136
16,3249
16,3364
16,3481
16,3600
16,3721
16,3844
16,3969
16,4096
16,4225
16,4356
16,4489
16,4624
16,4761
16,4900
16,5041
16,5184
16,5329
16,5476
16,5625
16,5776
16,5929
16,6084
16,6241
16,6400
16,6561
16,6724
16,6889
16,7056
16,7225
16,7396
16,7569
16,7744
16,7921
16,8100
16,8281
16,8464
16,8649
16,8836
16,9025
16,9216
16,9409
16,9604
16,9801
16,10000
25,36
25,49
25,64
25,81
25,100
25,121
25,144
25,169
25,196
25,225
25,256
25,289
25,324
25,361
25,400
25,441
25,484
25,529
25,576
25,625
25,676
25,729
25,784
25,841
25,900
25,961
25,1024
25,1089
25,1156
25,1225
25,1296
25,1369
25,1444
25,1521
25,1600
25,1681
25,1764
25,1849
25,1936
25,2025
25,2116
25,2209
25,2304
25,2401
25,2500
25,2601
25,2704
25,2809
25,2916
25,3025
25,3136
25,3249
25,3364
25,3481
25,3600
25,3721
25,3844
25,3969
25,4096
25,4225
25,4356
25,4489
25,4624
25,4761
25,4900
25,5041
25,5184
25,5329
25,5476
25,5625
25,5776
25,5929
25,6084
25,6241
25,6400
25,6561
25,6724
25,6889
25,7056
25,7225
25,7396
25,7569
25,7744
25,7921
25,8100
25,8281
25,8464
25,8649
25,8836
25,9025
25,9216
25,9409
25,9604
25,9801
25,10000
36,49
36,64
36,81
36,100
36,121
36,144
36,169
36,196
36,225
36,256
36,289
36,324
36,361
36,400
36,441
36,484
36,529
36,576
36,625
36,676
36,729
36,784
36,841
36,900
36,961
36,1024
36,1089
36,1156
36,1225
36,1296
36,1369
36,1444
36,1521
36,1600
36,1681
36,1764
36,1849
36,1936
36,2025
36,2116
36,2209
36,2304
36,2401
36,2500
36,2601
36,2704
36,2809
36,2916
36,3025
36,3136
36,3249
36,3364
36,3481
36,3600
36,3721
36,3844
36,3969
36,4096
36,4225
36,4356
36,4489
36,4624
36,4761
36,4900
36,5041
36,5184
36,5329
36,5476
36,5625
36,5776
36,5929
36,6084
36,6241
36,6400
36,6561
36,6724
36,6889
36,7056
36,7225
36,7396
36,7569
36,7744
36,7921
36,8100
36,8281
36,8464
36,8649
36,8836
36,9025
36,9216
36,9409
36,9604
36,9801
36,10000
49,64
49,81
49,100
49,121
49,144
49,169
49,196
49,225
49,256
49,289
49,324
49,361
49,400
49,441
49,484
49,529
49,576
49,625
49,676
49,729
49,784
49,841
49,900
49,961
49,1024
49,1089
49,1156
49,1225
49,1296
49,1369
49,1444
49,1521
49,1600
49,1681
49,1764
49,1849
49,1936
49,2025
49,2116
49,2209
49,2304
49,2401
49,2500
49,2601
49,2704
49,2809
49,2916
49,3025
49,3136
49,3249
49,3364
49,3481
49,3600
49,3721
49,3844
49,3969
49,4096
49,4225
49,4356
49,4489
49,4624
49,4761
49,4900
49,5041
49,5184
49,5329
49,5476
49,5625
49,5776
49,5929
49,6084
49,6241
49,6400
49,6561
49,6724
49,6889
49,7056
49,7225
49,7396
49,7569
49,7744
49,7921
49,8100
49,8281
49,8464
49,8649
49,8836
49,9025
49,9216
49,9409
49,9604
49,9801
49,10000
64,81
64,100
64,121
64,144
64,169
64,196
64,225
64,256
64,289
64,324
64,361
64,400
64,441
64,484
64,529
64,576
64,625
64,676
64,729
64,784
64,841
64,900
64,961
64,1024
64,1089
64,1156
64,1225
64,1296
64,1369
64,1444
64,1521
64,1600
64,1681
64,1764
64,1849
64,1936
64,2025
64,2116
64,2209
64,2304
64,2401
64,2500
64,2601
64,2704
64,2809
64,2916
64,3025
64,3136
64,3249
64,3364
64,3481
64,3600
64,3721
64,3844
64,3969
64,4096
64,4225
64,4356
64,4489
64,4624
64,4761
64,4900
64,5041
64,5184
64,5329
64,5476
64,5625
64,5776
64,5929
64,6084
64,6241
64,6400
64,6561
64,6724
64,6889
64,7056
64,7225
64,7396
64,7569
64,7744
64,7921
64,8100
64,8281
64,8464
64,8649
64,8836
64,9025
64,9216
64,9409
64,9604
64,9801
64,10000
81,100
81,121
81,144
81,169
81,196
81,225
81,256
81,289
81,324
81,361
81,400
81,441
81,484
81,529
81,576
81,625
81,676
81,729
81,784
81,841
81,900
81,961
81,1024
81,1089
81,1156
81,1225
81,1296
81,1369
81,1444
81,1521
81,1600
81,1681
81,1764
81,1849
81,1936
81,2025
81,2116
81,2209
81,2304
81,2401
81,2500
81,2601
81,2704
81,2809
81,2916
81,3025
81,3136
81,3249
81,3364
81,3481
81,3600
81,3721
81,3844
81,3969
81,4096
81,4225
81,4356
81,4489
81,4624
81,4761
81,4900
81,5041
81,5184
81,5329
81,5476
81,5625
81,5776
81,5929
81,6084
81,6241
81,6400
81,6561
81,6724
81,6889
81,7056
81,7225
81,7396
81,7569
81,7744
81,7921
81,8100
81,8281
81,8464
81,8649
81,8836
81,9025
81,9216
81,9409
81,9604
81,9801
81,10000
100,121
100,144
100,169
100,196
100,225
100,256
100,289
100,324
100,361
100,400
100,441
100,484
100,529
100,576
100,625
100,676
100,729
100,784
100,841
100,900
100,961
100,1024
100,1089
100,1156
100,1225
100,1296
100,1369
100,1444
100,1521
100,1600
100,1681
100,1764
100,1849
100,1936
100,2025
100,2116
100,2209
100,2304
100,2401
100,2500
100,2601
100,2704
100,2809
100,2916
100,3025
100,3136
100,3249
100,3364
100,3481
100,3600
100,3721
100,3844
100,3969
100,4096
100,4225
100,4356
100,4489
100,4624
100,4761
100,4900
100,5041
100,5184
100,5329
100,5476
100,5625
100,5776
100,5929
100,6084
100,6241
100,6400
100,6561
100,6724
100,6889
100,7056
100,7225
100,7396
100,7569
100,7744
100,7921
100,8100
100,8281
100,8464
100,8649
100,8836
100,9025
100,9216
100,9409
100,9604
100,9801
100,10000
121,144
121,169
121,196
121,225
121,256
121,289
121,324
121,361
121,400
121,441
121,484
121,529
121,576
121,625
121,676
121,729
121,784
121,841
121,900
121,961
121,1024
121,1089
121,1156
121,1225
121,1296
121,1369
121,1444
121,1521
121,1600
121,1681
121,1764
121,1849
121,1936
121,2025
121,2116
121,2209
121,2304
121,2401
121,2500
121,2601
121,2704
121,2809
121,2916
121,3025
121,3136
121,3249
121,3364
121,3481
121,3600
121,3721
121,3844
121,3969
121,4096
121,4225
121,4356
121,4489
121,4624
121,4761
121,4900
121,5041
121,5184
121,5329
121,5476
121,5625
121,5776
121,5929
121,6084
121,6241
121,6400
121,6561
121,6724
121,6889
121,7056
121,7225
121,7396
121,7569
121,7744
121,7921
121,8100
121,8281
121,8464
121,8649
121,8836
121,9025
121,9216
121,9409
121,9604
121,9801
121,10000
144,169
144,196
144,225
144,256
144,289
144,324
144,361
144,400
144,441
144,484
144,529
144,576
144,625
144,676
144,729
144,784
144,841
144,900
144,961
144,1024
144,1089
144,1156
144,1225
144,1296
144,1369
144,1444
144,1521
144,1600
144,1681
144,1764
144,1849
144,1936
144,2025
144,2116
144,2209
144,2304
144,2401
144,2500
144,2601
144,2704
144,2809
144,2916
144,3025
144,3136
144,3249
144,3364
144,3481
144,3600
144,3721
144,3844
144,3969
